x-axis,1,2
second,Volt,Volt
-250.0000E-06,+115.2343750E-03,+83.0078125E-03
-249.5000E-06,+126.9531250E-03,+92.7734375E-03
-249.0000E-06,+138.6718750E-03,+105.4687500E-03
-248.5000E-06,+151.3671875E-03,+119.1406250E-03
-248.0000E-06,+165.0390625E-03,+130.8593750E-03
-247.5000E-06,+177.7343750E-03,+144.5312500E-03
-247.0000E-06,+190.4296875E-03,+160.1562500E-03
-246.5000E-06,+203.1250000E-03,+172.8515625E-03
-246.0000E-06,+216.7968750E-03,+187.5000000E-03
-245.5000E-06,+227.5390625E-03,+193.3593750E-03
-245.0000E-06,+240.2343750E-03,+205.0781250E-03
-244.5000E-06,+252.9296875E-03,+217.7734375E-03
-244.0000E-06,+265.6250000E-03,+227.5390625E-03
-243.5000E-06,+277.3437500E-03,+242.1875000E-03
-243.0000E-06,+290.0390625E-03,+251.9531250E-03
-242.5000E-06,+300.7812500E-03,+264.6484375E-03
-242.0000E-06,+313.4765625E-03,+280.2734375E-03
-241.5000E-06,+325.1953125E-03,+289.0625000E-03
-241.0000E-06,+337.8906250E-03,+302.7343750E-03
-240.5000E-06,+349.6093750E-03,+310.5468750E-03
-240.0000E-06,+360.3515625E-03,+322.2656250E-03
-239.5000E-06,+373.0468750E-03,+333.0078125E-03
-239.0000E-06,+384.7656250E-03,+342.7734375E-03
-238.5000E-06,+395.5078125E-03,+355.4687500E-03
-238.0000E-06,+408.2031250E-03,+366.2109375E-03
-237.5000E-06,+419.9218750E-03,+377.9296875E-03
-237.0000E-06,+431.6406250E-03,+395.5078125E-03
-236.5000E-06,+444.3359375E-03,+404.2968750E-03
-236.0000E-06,+458.0078125E-03,+418.9453125E-03
-235.5000E-06,+469.7265625E-03,+425.7812500E-03
-235.0000E-06,+480.4687500E-03,+434.5703125E-03
-234.5000E-06,+493.1640625E-03,+447.2656250E-03
-234.0000E-06,+503.9062500E-03,+456.0546875E-03
-233.5000E-06,+515.6250000E-03,+469.7265625E-03
-233.0000E-06,+526.3671875E-03,+482.4218750E-03
-232.5000E-06,+537.1093750E-03,+493.1640625E-03
-232.0000E-06,+546.8750000E-03,+508.7890625E-03
-231.5000E-06,+558.5937500E-03,+513.6718750E-03
-231.0000E-06,+570.3125000E-03,+527.3437500E-03
-230.5000E-06,+581.0546875E-03,+534.1796875E-03
-230.0000E-06,+590.8203125E-03,+542.9687500E-03
-229.5000E-06,+600.5859375E-03,+552.7343750E-03
-229.0000E-06,+611.3281250E-03,+560.5468750E-03
-228.5000E-06,+622.0703125E-03,+573.2421875E-03
-228.0000E-06,+630.8593750E-03,+584.9609375E-03
-227.5000E-06,+641.6015625E-03,+596.6796875E-03
-227.0000E-06,+652.3437500E-03,+609.3750000E-03
-226.5000E-06,+662.1093750E-03,+615.2343750E-03
-226.0000E-06,+670.8984375E-03,+626.9531250E-03
-225.5000E-06,+680.6640625E-03,+632.8125000E-03
-225.0000E-06,+688.4765625E-03,+640.6250000E-03
-224.5000E-06,+698.2421875E-03,+649.4140625E-03
-224.0000E-06,+706.0546875E-03,+658.2031250E-03
-223.5000E-06,+715.8203125E-03,+668.9453125E-03
-223.0000E-06,+724.6093750E-03,+679.6875000E-03
-222.5000E-06,+734.3750000E-03,+691.4062500E-03
-222.0000E-06,+743.1640625E-03,+700.1953125E-03
-221.5000E-06,+750.9765625E-03,+707.0312500E-03
-221.0000E-06,+758.7890625E-03,+712.8906250E-03
-220.5000E-06,+765.6250000E-03,+717.7734375E-03
-220.0000E-06,+774.4140625E-03,+724.6093750E-03
-219.5000E-06,+782.2265625E-03,+734.3750000E-03
-219.0000E-06,+791.0156250E-03,+741.2109375E-03
-218.5000E-06,+798.8281250E-03,+751.9531250E-03
-218.0000E-06,+807.6171875E-03,+759.7656250E-03
-217.5000E-06,+815.4296875E-03,+769.5312500E-03
-217.0000E-06,+821.2890625E-03,+773.4375000E-03
-216.5000E-06,+829.1015625E-03,+780.2734375E-03
-216.0000E-06,+836.9140625E-03,+785.1562500E-03
-215.5000E-06,+844.7265625E-03,+790.0390625E-03
-215.0000E-06,+853.5156250E-03,+799.8046875E-03
-214.5000E-06,+861.3281250E-03,+807.6171875E-03
-214.0000E-06,+867.1875000E-03,+814.4531250E-03
-213.5000E-06,+873.0468750E-03,+822.2656250E-03
-213.0000E-06,+878.9062500E-03,+829.1015625E-03
-212.5000E-06,+884.7656250E-03,+837.8906250E-03
-212.0000E-06,+890.6250000E-03,+841.7968750E-03
-211.5000E-06,+899.4140625E-03,+847.6562500E-03
-211.0000E-06,+905.2734375E-03,+852.5390625E-03
-210.5000E-06,+911.1328125E-03,+855.4687500E-03
-210.0000E-06,+916.9921875E-03,+862.3046875E-03
-209.5000E-06,+921.8750000E-03,+867.1875000E-03
-209.0000E-06,+927.7343750E-03,+874.0234375E-03
-208.5000E-06,+932.6171875E-03,+880.8593750E-03
-208.0000E-06,+936.5234375E-03,+886.7187500E-03
-207.5000E-06,+943.3593750E-03,+893.5546875E-03
-207.0000E-06,+948.2421875E-03,+897.4609375E-03
-206.5000E-06,+954.1015625E-03,+901.3671875E-03
-206.0000E-06,+958.9843750E-03,+906.2500000E-03
-205.5000E-06,+962.8906250E-03,+907.2265625E-03
-205.0000E-06,+966.7968750E-03,+910.1562500E-03
-204.5000E-06,+970.7031250E-03,+912.1093750E-03
-204.0000E-06,+974.6093750E-03,+916.9921875E-03
-203.5000E-06,+978.5156250E-03,+922.8515625E-03
-203.0000E-06,+983.3984375E-03,+927.7343750E-03
